epoch,loss
1,2.692997783554925
2,2.1752419474389817
3,1.7744411084387037
4,1.619045458899604
5,1.4238402014308507
6,1.2675340840551588
7,1.0286888689464992
8,0.9180020553535885
9,0.8799709057145648
10,0.9045578450626797
